NO,DISTRIK,RESORT,HURIA,Total Input Januari 2023,Total Terima Januari 2023,Target Januari 2023,% Januari 2023,Total Input Februari 2023,Total Terima Februari 2023,Target Februari 2023,% Februari 2023,Total Input Maret 2023,Total Terima Maret 2023,Target Maret 2023,% Maret 2023,Total Input April 2023,Total Terima April 2023,Target April 2023,% April 2023,Total Input Mei 2023,Total Terima Mei 2023,Target Mei 2023,% Mei 2023,Total Input Juni 2023,Total Terima Juni 2023,Target Juni 2023,% Juni 2023,Total Input Juli 2023,Total Terima Juli 2023,Target Juli 2023,% Juli 2023,Total Input Agustus 2023,Total Terima Agustus 2023,Target Agustus 2023,% Agustus 2023,Total Input September 2023,Total Terima September 2023,Target September 2023,% September 2023,Total Input Oktober 2023,Total Terima Oktober 2023,Target Oktober 2023,% Oktober 2023,Total Input November 2023,Total Terima November 2023,Target November 2023,% November 2023,Total Input Desember 2023,Total Terima Desember 2023,Target Desember 2023,% Desember 2023,Total Input Januari 2024,Total Terima Januari 2024,Target Januari 2024,% Januari 2024,Total Input Februari 2024,Total Terima Februari 2024,Target Februari 2024,% Februari 2024,Total Input Maret 2024,Total Terima Maret 2024,Target Maret 2024,% Maret 2024,Total Input April 2024,Total Terima April 2024,Target April 2024,% April 2024,Total Input Mei 2024,Total Terima Mei 2024,Target Mei 2024,% Mei 2024,Total Input Juni 2024,Total Terima Juni 2024,Target Juni 2024,% Juni 2024,Total Input Juli 2024,Total Terima Juli 2024,Target Juli 2024,% Juli 2024
1928,Distrik XIV Tebing Tinggi Deli,Resort HKBP Sialang Buah,Huria HKBP Sei Buluh Sosial,896500,437250,3069000,14.24731183,329450,329450,3069000,10.73476703,434500,349800,3069000,11.39784946,380600,380600,3069000,12.40143369,411950,411950,3069000,13.42293907,277750,277750,3069000,9.050179211,301400,301400,3069000,9.82078853,268950,268950,3069000,8.76344086,248050,248050,3069000,8.082437276,452100,288750,3069000,9.408602151,1404700,1404700,3069000,45.77060932,795850,795850,3069000,25.93189964,240900,240900,412710,58.37028422,166650,166650,412710,40.37944319,517550,447700,412710,108.4781081,270050,227700,412710,55.17191248,308550,268950,412710,65.16682416,248600,216700,412710,52.5066027,408650,408650,412710,99.01625839
1929,Distrik XIV Tebing Tinggi Deli,Resort HKBP Gempolan,Huria HKBP Gempolan,7837500,7837500,15345000,51.07526882,6108850,6108850,15345000,39.81003584,8088850,8088850,15345000,52.71326165,18571300,18571300,15345000,121.0250896,10223950,10223950,15345000,66.62724014,7242840,7242840,15345000,47.2,8279150,8279150,15345000,53.95340502,6343700,6343700,15345000,41.34050179,6084100,6084100,15345000,39.64874552,16773350,16773350,15345000,109.3082437,10943350,10943350,15345000,71.31541219,14896475,14896475,15345000,97.07706093,6361300,6361300,11005683,57.80013835,5682050,5682050,11005683,51.62832693,15429150,15429150,11005683,140.1925714,12792120,12792120,11005683,116.2319503,7824850,7824850,11005683,71.09826805,8125425,8125425,11005683,73.82935707,7986550,7986550,11005683,72.56750899
1930,Distrik XIV Tebing Tinggi Deli,Resort HKBP Gempolan,Huria HKBP Sionggang,3280750,3280750,4603500,71.26642772,1617550,1617550,4603500,35.13739546,2212100,2212100,4603500,48.0525687,4072750,4072750,4603500,88.47072879,2211000,2211000,4603500,48.02867384,2035000,2035000,4603500,44.20549582,2302850,2302850,4603500,50.02389486,1403050,1403050,4603500,30.47789725,1771550,1771550,4603500,38.48267622,3772450,3772450,4603500,81.9474313,2054800,2054800,4603500,44.63560335,6146250,6146250,4603500,133.5125448,3238950,3238950,2941154,110.1251414,1694000,1694000,2941154,57.59644004,5276700,5276700,2941154,179.4091707,2632850,2632850,2941154,89.51758391,2356475,2356475,2941154,80.12076212,2617450,2617450,2941154,88.99397991,2050400,1972850,2941154,67.07741247
1931,Distrik XIV Tebing Tinggi Deli,Resort HKBP Gempolan,Huria HKBP Parsaorannauli Siriaria,2580600,2580600,4603500,56.05734767,1708850,1708850,4603500,37.12066906,1996500,1996500,4603500,43.36917563,3747700,3747700,4603500,81.40979689,3713600,3713600,4603500,80.66905615,4204750,4204750,4603500,91.33811231,3445200,3445200,4603500,74.83870968,3130050,3130050,4603500,67.99283154,2602050,2602050,4603500,56.52329749,5506050,5506050,4603500,119.6057348,5634750,5634750,4603500,122.4014337,7829800,7829800,4603500,170.083632,3637150,3637150,3549090,102.4811994,2828650,2828650,3549090,79.70071201,4876850,4876850,3549090,137.4112801,6411900,6411900,3549090,180.6632123,4095300,4095300,3549090,115.3901423,5016550,5016550,3549090,141.3475003,3557950,3557950,3549090,100.2496415
1932,Distrik XIV Tebing Tinggi Deli,Resort HKBP Gempolan,Huria HKBP Maranata Seibuluh Panglong,2123550,2123550,4603500,46.12903226,1326600,1326600,4603500,28.8172043,1197900,1197900,4603500,26.02150538,3157550,3157550,4603500,68.59020311,2575650,2575650,4603500,55.94982079,1734150,1734150,4603500,37.6702509,1816650,1816650,4603500,39.46236559,1538900,1538900,4603500,33.42891278,1574100,1574100,4603500,34.19354839,2464000,2464000,4603500,53.52449223,3258750,3258750,4603500,70.78853047,4084850,4084850,4603500,88.73357228,1882650,1882650,2310868,81.46938726,1272150,1272150,2310868,55.05074284,2461800,2461800,2310868,106.5313986,3214200,3214200,2310868,139.0905928,2652100,2652100,2310868,114.7663995,1974500,1974500,2310868,85.44408421,1912900,1912900,2310868,82.77841919
1933,Distrik XIV Tebing Tinggi Deli,Resort HKBP Sukamulia,Huria HKBP Suka Mulia,6655743,6655743,7672500,86.74803519,4109050,4109050,7672500,53.55555556,6677000,6677000,7672500,87.02508961,10498675,10498675,7672500,136.8351254,8334700,8334700,7672500,108.6308244,6527400,6527400,7672500,85.07526882,6782600,6782600,7672500,88.40143369,6086850,6086850,7672500,79.33333333,4814425,4814425,7672500,62.74910394,6330500,6330500,7672500,82.50896057,5706800,5706800,7672500,74.37992832,12867800,12867800,7672500,167.7132616,8299500,8299500,8224545,100.9113574,4808650,4808650,8224545,58.46706414,8415550,8415550,8224545,102.3223777,6084650,6084650,8224545,73.9816002,5976850,5976850,8224545,72.67088939,6499350,6499350,8224545,79.02382442,5911950,5911950,8224545,71.88178799
1934,Distrik XIV Tebing Tinggi Deli,Resort HKBP Sukamulia,Huria HKBP Suka Ramai,2593250,2593250,4603500,56.33213859,1534500,1534500,4603500,33.33333333,2151050,2151050,4603500,46.72640382,3530450,3530450,4603500,76.69056153,3435300,3435300,4603500,74.62365591,2790150,2790150,4603500,60.609319,2703250,2703250,4603500,58.72162485,2552000,2552000,4603500,55.43608124,1930775,1930775,4603500,41.94145759,3134725,3134725,4603500,68.09438471,3839550,3839550,4603500,83.40501792,6734475,6734475,4603500,146.2903226,2745050,2745050,3108008,88.32184473,1586475,1586475,3108008,51.04475278,2660625,2660625,3108008,85.60547463,2297075,2297075,3108008,73.90827179,2643575,2643575,3108008,85.05689175,3601950,3601950,3108008,115.8925588,3170475,3170475,3108008,102.0098726
1935,Distrik XIV Tebing Tinggi Deli,Resort HKBP Pabatu,Huria HKBP Pabatu,7799000,7799000,3069000,254.1218638,7068050,7068050,3069000,230.3046595,6656375,6656375,3069000,216.890681,12120846,12120846,3069000,394.944477,9949500,9949500,3069000,324.1935484,9485025,9485025,3069000,309.0591398,10698050,10698050,3069000,348.5842294,7664250,7664250,3069000,249.7311828,8497775,8497775,3069000,276.890681,9132200,9132200,3069000,297.562724,6616500,6616500,3069000,215.5913978,16347100,16347100,3069000,532.6523297,8776075,8776075,10537881,83.28121185,7300975,7300975,10537881,69.28314146,11558250,11558250,10537881,109.682867,10501700,10501700,10537881,99.65665773,9211125,9211125,10537881,87.40965095,8290150,8290150,10537881,78.66999067,7637300,7637300,10537881,72.47472238
1936,Distrik XIV Tebing Tinggi Deli,Resort HKBP Pabatu,Huria HKBP Afd. III Pabatu,2142800,2142800,1534500,139.6415771,2071850,2071850,1534500,135.0179211,3034350,3034350,1534500,197.7419355,2623500,2623500,1534500,170.9677419,2369950,2369950,1534500,154.4444444,3354450,3354450,1534500,218.6021505,2290750,2290750,1534500,149.2831541,1716000,1716000,1534500,111.827957,1392600,1294150,1534500,84.33691756,1307350,1307350,1534500,85.19713262,1282600,1282600,1534500,83.58422939,2807200,2807200,1534500,182.9390681,2185700,2185700,2964235,73.73571933,1794100,1794100,2964235,60.52489091,2142800,2142800,2964235,72.28846566,2373800,2373800,2964235,80.08137007,1405250,1405250,2964235,47.40683515,2446950,2446950,2964235,82.54912313,1928300,1928300,2964235,65.05219728
1937,Distrik XIV Tebing Tinggi Deli,Resort HKBP Gunung Para,Huria HKBP Bajalingge,7683500,7683500,6138000,125.1792115,5504950,5504950,6138000,89.68637993,5968050,5968050,6138000,97.2311828,8602550,8602550,6138000,140.1523297,8595950,8595950,6138000,140.0448029,6090700,6090700,6138000,99.22939068,6610450,6610450,6138000,107.6971326,5247550,5247550,6138000,85.49283154,5242600,5242600,6138000,85.41218638,6057700,6057700,6138000,98.69175627,5347650,5347650,6138000,87.12365591,12433850,12433850,6138000,202.5716846,9308200,9308200,8136798,114.396351,5273950,5273950,8136798,64.81603697,10944450,10944450,8136798,134.5056127,7531150,7531150,8136798,92.55667893,7051550,7051550,8136798,86.66246846,7810550,7810550,8136798,95.9904621,6839800,6839800,8136798,84.06009342
1938,Distrik XIV Tebing Tinggi Deli,Resort HKBP Gunung Para,Huria HKBP Nagaraja,2477750,2477750,3069000,80.73476703,1612600,1612600,3069000,52.54480287,1840025,1840025,3069000,59.95519713,2787675,2787675,3069000,90.83333333,1637900,1637900,3069000,53.36917563,2218700,2218700,3069000,72.29390681,1705550,1705550,3069000,55.5734767,1505900,1505900,3069000,49.06810036,1466575,1466575,3069000,47.78673835,1925550,1925550,3069000,62.74193548,1934350,1934350,3069000,63.02867384,5517600,5517600,3069000,179.7849462,3338500,3338500,2368615,140.9473469,1288925,1288925,2368615,54.41682164,2751650,2751650,2368615,116.1712646,2155725,2155725,2368615,91.01204712,1744600,1744600,2368615,73.65485737,3234275,3234275,2368615,136.5470961,1845250,1845250,2368615,77.90417607
1939,Distrik XIV Tebing Tinggi Deli,Resort HKBP Gunung Para,Huria HKBP Bah Tonang,742500,742500,1534500,48.38709677,544500,544500,1534500,35.48387097,562100,562100,1534500,36.63082437,1177000,1177000,1534500,76.70250896,503250,503250,1534500,32.79569892,509300,509300,1534500,33.18996416,560450,560450,1534500,36.52329749,385550,385550,1534500,25.12544803,503250,503250,1534500,32.79569892,562100,562100,1534500,36.63082437,419100,419100,1534500,27.31182796,1183600,1183600,1534500,77.13261649,391600,391600,762839,51.33455421,277750,277750,762839,36.41004196,663850,663850,762839,87.02360524,559350,559350,762839,73.32477757,577500,577500,762839,75.70404764,866800,866800,762839,113.6281706,424600,424600,762839,55.66049979
1940,Distrik XIV Tebing Tinggi Deli,Resort HKBP Gunung Para,Huria HKBP Bandar Hanopan,1109350,1109350,1534500,72.29390681,279950,279950,1534500,18.2437276,241450,241450,1534500,15.73476703,646250,646250,1534500,42.11469534,519750,519750,1534500,33.87096774,251350,251350,1534500,16.37992832,304150,304150,1534500,19.82078853,168300,168300,1534500,10.96774194,300300,300300,1534500,19.56989247,300850,300850,1534500,19.60573477,220550,220550,1534500,14.37275986,1060950,1060950,1534500,69.13978495,347050,347050,556028,62.4159215,308000,308000,556028,55.39289388,420200,420200,556028,75.5717338,373450,373450,556028,67.16388383,482900,482900,556028,86.84814434,397650,397650,556028,71.51618264,322850,322850,556028,58.0636227
1941,Distrik XIV Tebing Tinggi Deli,Resort HKBP Gunung Para,Huria HKBP Kilang Rimbun,1357950,1357950,1534500,88.49462366,529100,529100,1534500,34.48028674,661925,661925,1534500,43.13620072,945175,945175,1534500,61.59498208,697400,697400,1534500,45.44802867,505450,505450,1534500,32.9390681,718850,718850,1534500,46.84587814,747450,747450,1534500,48.70967742,467500,467500,1534500,30.46594982,638000,638000,1534500,41.57706093,380050,380050,1534500,24.76702509,997975,997975,1534500,65.03584229,828300,828300,898311,92.20637396,835450,835450,898311,93.00231212,967450,967450,898311,107.696555,398750,398750,898311,44.38885865,620125,620125,898311,69.03232845,532125,532125,898311,59.23616654,501050,501050,898311,55.77689687
1942,Distrik XIV Tebing Tinggi Deli,Resort HKBP Pardomuan Nauli Sei Martebing,Huria HKBP Sei Martebing,11007150,11007150,16879500,65.21016618,7648575,7648575,16879500,45.31280547,8773600,8773600,16879500,51.97784295,13947450,13487650,16879500,79.90550668,11551375,11551375,16879500,68.43434343,13440350,10866350,16879500,64.37601825,10425250,10205250,16879500,60.45943304,8660300,8660300,16879500,51.30661453,9521050,9521050,16879500,56.40599544,11987250,11987250,16879500,71.01661779,23645600,23645600,16879500,140.0847181,24391400,21649650,16879500,128.2600196,10733250,10733250,12162731,88.24703925,8915500,8915500,12162731,73.30179382,12900250,12470700,12162731,102.5320711,9702550,9702550,12162731,79.77279116,13314125,11617375,12162731,95.51617149,12171500,12171500,12162731,100.0720973,9066750,9066750,12162731,74.54534676
1943,Distrik XIV Tebing Tinggi Deli,Resort HKBP Bandar Khalifah,Huria HKBP Bandar Khalifah,5569850,5569850,3069000,181.4874552,2451900,2451900,3069000,79.89247312,2901800,2901800,3069000,94.55197133,6906900,6906900,3069000,225.0537634,5405400,5405400,3069000,176.1290323,2799500,2799500,3069000,91.21863799,3630000,3630000,3069000,118.2795699,3161125,3161125,3069000,103.0017921,2855325,2855325,3069000,93.03763441,4104100,4104100,3069000,133.7275986,2691700,2691700,3069000,87.70609319,7234150,7234150,3069000,235.7168459,4104650,4104650,4920504,83.41930014,2382325,2382325,4920504,48.41628012,8078950,8078950,4920504,164.1894814,3864300,3864300,4920504,78.53463792,3218600,3218600,4920504,65.41199845,4368100,4368100,4920504,88.77342646,3456750,3456750,4920504,70.2519498
1944,Distrik XIV Tebing Tinggi Deli,Resort HKBP Bandar Khalifah,Huria HKBP Pardomuan Nauli,6950900,6950900,13810500,50.3305456,6267800,6267800,13810500,45.38430904,12321375,12321375,13810500,89.21744325,11437525,11437525,13810500,82.81760255,7487425,7487425,13810500,54.21545201,6009850,6009850,13810500,43.51652728,5463975,5463975,13810500,39.56391876,8001950,8001950,13810500,57.94105934,7022125,7022125,13810500,50.84627638,12277650,12277650,13810500,88.90083632,5608075,5608075,13810500,40.60732776,13579225,13579225,13810500,98.32536838,9415450,9415450,9278411,101.4769663,4874925,4874925,9278411,52.54051583,18949150,18949150,9278411,204.2283964,6777100,6777100,9278411,73.04160163,6500725,6500725,9278411,70.06291271,8181250,8181250,9278411,88.17511964,5088875,5088875,9278411,54.84640635
1945,Distrik XIV Tebing Tinggi Deli,Resort HKBP Bandar Khalifah,Huria HKBP Kayu Besar,3831027,3831027,3069000,124.8298143,1737175,1737175,3069000,56.60394265,1939300,1939300,3069000,63.18996416,5183200,5183200,3069000,168.8888889,2565200,2565200,3069000,83.58422939,1586200,1586200,3069000,51.68458781,3005475,3005475,3069000,97.93010753,2374900,2374900,3069000,77.38351254,2768150,2768150,3069000,90.19713262,4506425,4506425,3069000,146.8369176,1976150,1976150,3069000,64.390681,4819375,4819375,3069000,157.0340502,3552725,3552725,3292059,107.9180233,1780900,1780900,3292059,54.09684334,5809650,5809650,3292059,176.4746622,2588025,2588025,3292059,78.61417429,3860725,3860725,3292059,117.2738702,3409175,3409175,3292059,103.5575304,2899050,2899050,3292059,88.06190898
1946,Distrik XIV Tebing Tinggi Deli,Resort HKBP Bandar Khalifah,Huria HKBP Sei Buah Keras,2664750,2664750,1534500,173.655914,2921325,2921325,1534500,190.3763441,2854500,2854500,1534500,186.0215054,2600400,2600400,1534500,169.4623656,2470600,2470600,1534500,161.0035842,1579050,1579050,1534500,102.9032258,2097700,2097700,1534500,136.702509,2445300,2445300,1534500,159.3548387,2181300,2181300,1534500,142.1505376,2579500,2579500,1534500,168.1003584,2255550,2255550,1534500,146.9892473,6161100,6161100,1534500,401.5053763,3197700,3197700,2850977,112.1615502,4115403,4115403,2850977,144.3506209,5318225,5318225,2850977,186.5404386,2526700,2526700,2850977,88.62575882,2290200,2290200,2850977,80.33035693,3945700,3633850,2850977,127.4598147,1880450,1880450,2850977,65.95809086
1947,Distrik XIV Tebing Tinggi Deli,Resort HKBP Bandar Khalifah,Huria HKBP Pamatang Panjang,1404150,1404150,3069000,45.75268817,1139600,1004300,3069000,32.72401434,836550,836550,3069000,27.25806452,1875451,1875451,3069000,61.1095145,2493150,2493150,3069000,81.23655914,1041150,1041150,3069000,33.92473118,1692350,1692350,3069000,55.14336918,1642300,1642300,3069000,53.5125448,788700,788700,3069000,25.69892473,2039950,1942050,3069000,63.27956989,1432200,1432200,3069000,46.66666667,3465550,3465550,3069000,112.921147,2110350,2110350,1714974,123.0543437,845900,845900,1714974,49.32436293,3630000,2882000,1714974,168.0491949,1756150,1394250,1714974,81.29860861,1974500,1680250,1714974,97.97524627,1924450,1759450,1714974,102.5933921,1092300,964700,1714974,56.25158166
1948,Distrik XIV Tebing Tinggi Deli,Resort HKBP Bandar Khalifah,Huria HKBP Sei Serimah,1339250,1339250,1534500,87.27598566,649550,649550,1534500,42.3297491,660275,660275,1534500,43.02867384,1956625,1956625,1534500,127.5089606,871200,871200,1534500,56.77419355,539000,539000,1534500,35.12544803,779350,779350,1534500,50.78853047,534600,534600,1534500,34.83870968,805200,805200,1534500,52.47311828,2370775,2370775,1534500,154.4982079,1489675,1489675,1534500,97.07885305,1166000,1166000,1534500,75.98566308,1072500,1072500,1127108,95.15503395,840950,840950,1127108,74.6113061,3787850,3787850,1127108,336.0680609,1091475,1091475,1127108,96.83854608,926200,926200,1127108,82.17491137,581350,581350,1127108,51.57890814,497200,497200,1127108,44.11289779
1949,Distrik XIV Tebing Tinggi Deli,Resort HKBP Bandar Khalifah,Huria HKBP Pagurawan,5128750,5128750,7672500,66.84587814,5240125,5240125,7672500,68.29749104,6646200,6646200,7672500,86.62365591,7695600,7695600,7672500,100.3010753,4444825,4444825,7672500,57.93189964,3723500,3723500,7672500,48.53046595,5595700,5595700,7672500,72.93189964,5365800,5365800,7672500,69.93548387,3836800,3836800,7672500,50.00716846,5080350,5080350,7672500,66.21505376,4962100,4962100,7672500,64.67383513,10249250,10249250,7672500,133.5842294,5602850,5602850,6143674,91.19705896,3584900,3584900,6143674,58.35107787,10489055,10489055,6143674,170.7293551,3656950,3656950,6143674,59.5238289,5368550,5368550,6143674,87.38338004,5419150,5419150,6143674,88.20699145,3721850,3643750,6143674,59.30897375
1950,Distrik XIV Tebing Tinggi Deli,Resort HKBP Maranatha,Huria HKBP Maranatha,22660000,22660000,6138000,369.1756272,14856600,14856600,6138000,242.0430108,15177525,15177525,6138000,247.2715054,27360575,27360575,6138000,445.7571685,16679025,16679025,6138000,271.733871,14688025,14688025,6138000,239.296595,21066925,21066925,6138000,343.2213262,17397325,17397325,6138000,283.4363799,16999950,16999950,6138000,276.9623656,17626950,17626950,6138000,287.1774194,14614600,14614600,6138000,238.1003584,27394950,27394950,6138000,446.3172043,21881750,21881750,21447848,102.0230561,13577300,13577300,21447848,63.30378693,26232250,26232250,21447848,122.3071424,17581850,17581850,21447848,81.97489091,18029000,18029000,21447848,84.05971545,18791300,18791300,21447848,87.61391819,22053075,22053075,21447848,102.8218542
1951,Distrik XIV Tebing Tinggi Deli,Resort HKBP Sei Belutu,Huria HKBP Sei Belutu,12597750,12597750,13810500,91.21863799,9936850,9936850,13810500,71.95141378,11328900,11328900,13810500,82.03106332,19687800,19687800,13810500,142.5567503,10822350,10822350,13810500,78.36320191,11290400,11290400,13810500,81.75228992,10768450,10768450,13810500,77.97291916,10726100,10726100,13810500,77.66626842,10725000,10725000,13810500,77.65830346,21706025,21706025,13810500,157.17045,9814750,9814750,13810500,71.06730386,27028823,27028823,13810500,195.7121248,12625250,12625250,14290689,88.34598528,6576350,6576350,14290689,46.018425,16009400,16009400,14290689,112.0267889,12461350,12461350,14290689,87.19908466,10991750,10991750,14290689,76.91546573,12448150,12448150,14290689,87.10671683,9717400,9717400,14290689,67.99812101
1952,Distrik XIV Tebing Tinggi Deli,Resort HKBP Kebun Kopi,Huria HKBP Kebun Kopi,12387927,12387927,12276000,100.9117546,10370801,10370801,12276000,84.48029488,12612053,12612053,12276000,102.7374796,16045706,16045706,12276000,130.7079342,12371703,12371703,12276000,100.7795943,10946101,10946101,12276000,89.16667481,15934326,15934326,12276000,129.8006354,9005152,9005152,12276000,73.35575106,8377053,8377053,12276000,68.23927175,8490354,8490354,12276000,69.16221896,8878377,8878377,12276000,72.32304497,19619056,19619056,12276000,159.8163571,10626552,10626552,15038935,70.66026949,7807800,7807800,15038935,51.91724015,14696553,14696553,15038935,97.72336272,10516004,10516004,15038935,69.92519085,9790005,9790005,15038935,65.097728,12939576,12939576,15038935,86.04050752,8404829,8404829,15038935,55.88712898
1953,Distrik XIV Tebing Tinggi Deli,Resort HKBP Solagratia,Huria HKBP Indrapura Kota,8583713,8583713,10741500,79.911679,8102050,8102050,10741500,75.42754736,10488500,10488500,10741500,97.64464926,14291750,14291750,10741500,133.0517153,12709400,12709400,10741500,118.3205325,9303250,9303250,10741500,86.61034306,11627550,11627550,10741500,108.2488479,9461100,9461100,10741500,88.07987711,7519600,7519600,10741500,70.00512033,8481550,8481550,10741500,78.96057348,6999300,6999300,10741500,65.16129032,20484750,20484750,10741500,190.7066052,12491050,12491050,12329107,101.3135015,8000300,8000300,12329107,64.88953336,15516600,15516600,12329107,125.8533972,14688300,14688300,12329107,119.135149,12786400,12786400,12329107,103.7090521,11903650,11903650,12329107,96.54916613,13364450,12117600,12329107,98.28449052
1954,Distrik XIV Tebing Tinggi Deli,Resort HKBP Solagratia,Huria HKBP Sei Brohol,1418450,1418450,6138000,23.109319,870870,870870,6138000,14.18817204,949850,949850,6138000,15.47491039,1206150,1206150,6138000,19.65053763,1277650,1277650,6138000,20.81541219,1166550,1166550,6138000,19.00537634,1694000,1694000,6138000,27.59856631,1108250,1108250,6138000,18.05555556,1161050,1161050,6138000,18.91577061,2118050,2118050,6138000,34.50716846,1096700,1096700,6138000,17.86738351,1764950,1764950,6138000,28.75448029,1142350,1142350,1394622,81.91108415,695750,695750,1394622,49.88807003,2298450,2298450,1394622,164.8080985,2501950,2501950,1394622,179.3998661,1302950,1302950,1394622,93.42674933,1489950,1489950,1394622,106.8354006,1069750,1069750,1394622,76.7053725
1955,Distrik XIV Tebing Tinggi Deli,Resort HKBP Solagratia,Huria HKBP Pasar Lapan,3281300,3281300,3069000,106.9175627,1376100,1376100,3069000,44.83870968,1539450,1539450,3069000,50.16129032,1776500,1776500,3069000,57.88530466,1544400,1544400,3069000,50.32258065,1618650,1618650,3069000,52.74193548,2965600,2965600,3069000,96.63082437,1893100,1893100,3069000,61.68458781,2700500,2700500,3069000,87.99283154,1689050,1689050,3069000,55.03584229,1787500,1787500,3069000,58.2437276,2967250,2967250,3069000,96.68458781,2510200,2510200,2242721,111.9265392,1424500,1424500,2242721,63.51659435,3248300,3248300,2242721,144.8374541,1541100,1541100,2242721,68.71563605,1778150,1778150,2242721,79.28538592,3059650,3059650,2242721,136.4257971,1892550,1892550,2242721,84.3863325
1956,Distrik XIV Tebing Tinggi Deli,Resort HKBP Sukadamai,Huria HKBP Parsaoran,13723600,13723600,15345000,89.43369176,8192800,8192800,15345000,53.390681,15959075,15959075,15345000,104.0017921,17513925,17513925,15345000,114.1344086,13486000,13486000,15345000,87.88530466,8202150,8202150,15345000,53.4516129,10582825,10582825,15345000,68.96594982,7357625,7357625,15345000,47.94802867,9149525,9149525,15345000,59.62544803,20667350,20667350,15345000,134.6845878,13331725,13331725,15345000,86.87992832,24572075,24572075,15345000,160.1308244,11578325,11578325,14539967,79.63102667,8901475,8901475,14539967,61.2207373,19509050,19509050,14539967,134.1753389,14592050,14592050,14539967,100.3582058,11520300,11520300,14539967,79.23195424,10599875,10599875,14539967,72.90164414,5495325,5495325,14539967,37.7946181
1957,Distrik XIV Tebing Tinggi Deli,Resort HKBP Sukadamai,Huria HKBP Pasar Opat,1855150,1855150,4603500,40.29868578,1133000,1133000,4603500,24.61170848,2024550,2024550,4603500,43.97849462,5383455,5383455,4603500,116.9426523,2854500,2854500,4603500,62.00716846,1967625,1967625,4603500,42.74193548,2955975,2955975,4603500,64.21146953,1159950,1159950,4603500,25.19713262,2087800,2087800,4603500,45.35244922,5226925,5226925,4603500,113.5424134,2351525,2351525,4603500,51.08124253,5465350,5465350,4603500,118.7216249,2668600,2668600,2977609,89.62224389,1321650,1321650,2977609,44.38628443,3056350,3056350,2977609,102.6444372,5548400,5548400,2977609,186.3374271,2423300,2423300,2977609,81.38409039,2359500,2194500,2977609,73.70007278,2543750,2543750,2977609,85.42928235
1958,Distrik XIV Tebing Tinggi Deli,Resort Josua,Huria HKBP Kuta Pinang,1919500,1919500,1534500,125.0896057,744425,744425,1534500,48.5125448,818950,818950,1534500,53.36917563,1971200,1971200,1534500,128.4587814,1597750,1597750,1534500,104.1218638,1276825,1276825,1534500,83.2078853,2338875,2338875,1534500,152.4193548,2014650,2014650,1534500,131.2903226,1669800,1669800,1534500,108.8172043,2185150,2185150,1534500,142.4014337,2005575,2005575,1534500,130.6989247,5220875,5220875,1534500,340.2329749,2111175,2111175,1769391,119.3164767,2167275,2167275,1769391,122.4870591,2495625,2495625,1769391,141.0442915,1758900,1758900,1769391,99.40708413,1490500,1490500,1769391,84.23802314,2254450,2254450,1769391,127.4138955,1692350,1580150,1769391,89.30473818
1959,Distrik XIV Tebing Tinggi Deli,Resort Josua,Huria HKBP Josua,9845000,9845000,12276000,80.19713262,9383275,9383275,12276000,76.4359319,13431275,13431275,12276000,109.4108423,16704600,16704600,12276000,136.0752688,12715450,12715450,12276000,103.5797491,11506275,11506275,12276000,93.72983871,17068150,17068150,12276000,139.0367384,10724725,10724725,12276000,87.36335125,11644325,11644325,12276000,94.85439068,13847900,13847900,12276000,112.8046595,10535525,10535525,12276000,85.82213262,22389125,22389125,12276000,182.3812724,11448525,11448525,15036515,76.13815435,11097350,11097350,15036515,73.80267303,18921375,18921375,15036515,125.8361728,12366475,12366475,15036515,82.24295989,13369400,13369400,15036515,88.91288972,15563625,15563625,15036515,103.505533,11715550,11715550,15036515,77.91399802
1960,Distrik XIV Tebing Tinggi Deli,Pers. Resort Bintang Bayu,Huria HKBP Silau Dunia,0,6641525,6138000,108.203405,0,4665100,6138000,76.00358423,0,5598450,6138000,91.20967742,0,7812475,6138000,127.2804659,0,6420700,6138000,104.6057348,0,5457650,6138000,88.91577061,0,7193450,6138000,117.1953405,0,5837700,6138000,95.10752688,0,4885100,6138000,79.58781362,0,5426025,6138000,88.40053763,5631175,5631175,6138000,91.74283154,8553600,8553600,6138000,139.3548387,6394025,6394025,7263210,88.03304599,5026450,5026450,7263210,69.20424991,6574700,6574700,7263210,90.5205825,5375150,5375150,7263210,74.0051575,5420800,5420800,7263210,74.63366748,6464425,6464425,7263210,89.0023144,6226550,6226550,7263210,85.72724732
1961,Distrik XIV Tebing Tinggi Deli,Pers. Resort Bintang Bayu,Huria HKBP Batu Hobot,0,1509750,3069000,49.19354839,0,1850200,3069000,60.28673835,0,1770450,3069000,57.68817204,0,2407350,3069000,78.44086022,0,1597200,3069000,52.04301075,0,1977250,3069000,64.4265233,0,2427700,3069000,79.10394265,0,1448150,3069000,47.18637993,0,1382700,3069000,45.05376344,0,1838650,3069000,59.91039427,1465200,1465200,3069000,47.74193548,2355650,2355650,3069000,76.7562724,1664300,1664300,2245823,74.10646342,1150600,1150600,2245823,51.23288879,2014650,2014650,2245823,89.7065352,2099350,2099350,2245823,93.47798112,1847450,1847450,2245823,82.26160298,1985500,1985500,2245823,88.40857004,1592250,1592250,2245823,70.89828539
